epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.25143134593963623,0.0010000000474974513,1.7575807571411133,0.2640039026737213,1.8023896217346191
1,0.3169691860675812,0.0010000000474974513,1.5914548635482788,0.38139307498931885,1.4381698369979858
2,0.3531489968299866,0.0010000000474974513,1.5386444330215454,0.36483195424079895,1.450711965560913
3,0.37178707122802734,0.0010000000474974513,1.5037717819213867,0.4754018485546112,1.3502109050750732
4,0.38859787583351135,0.0010000000474974513,1.4759074449539185,0.4715051054954529,1.3460053205490112
5,0.4183213412761688,0.0010000000474974513,1.4343143701553345,0.5060886740684509,1.290348768234253
6,0.4312340021133423,0.0010000000474974513,1.4083497524261475,0.45640525221824646,1.3211205005645752
7,0.4465830326080322,0.0010000000474974513,1.3981378078460693,0.5255723595619202,1.219696283340454
8,0.4545011520385742,0.0010000000474974513,1.3750334978103638,0.46760839223861694,1.287563443183899
9,0.46168839931488037,0.0010000000474974513,1.3599985837936401,0.4802727699279785,1.2739542722702026
10,0.47569739818573,0.0010000000474974513,1.335065484046936,0.5723331570625305,1.1666415929794312
11,0.4905591309070587,0.0010000000474974513,1.3189150094985962,0.49585971236228943,1.2631713151931763
12,0.493482768535614,0.0010000000474974513,1.2945612668991089,0.5835362672805786,1.1203744411468506
13,0.5127299427986145,0.0010000000474974513,1.2698251008987427,0.572820246219635,1.1389063596725464
14,0.5310025811195374,0.0010000000474974513,1.2567708492279053,0.5806137323379517,1.1039977073669434
15,0.5260080695152283,0.0010000000474974513,1.2399744987487793,0.5888943076133728,1.1108359098434448
16,0.5425752401351929,0.0010000000474974513,1.228787899017334,0.5927910208702087,1.0937225818634033
17,0.5408697724342346,0.0010000000474974513,1.215382695198059,0.5854846835136414,1.122678279876709
18,0.5532951354980469,0.0010000000474974513,1.1972072124481201,0.6035070419311523,1.0628705024719238
19,0.5567060708999634,0.0010000000474974513,1.1971205472946167,0.6108134388923645,1.0681538581848145
20,0.5597515106201172,0.0010000000474974513,1.1847286224365234,0.597174882888794,1.0832515954971313
21,0.5668169260025024,0.0010000000474974513,1.1794267892837524,0.6234778165817261,1.0424590110778809
22,0.5741259455680847,0.0010000000474974513,1.1572171449661255,0.6069167256355286,1.0549827814102173
23,0.5803386569023132,0.0010000000474974513,1.1462173461914062,0.6415002346038818,1.0095720291137695
24,0.5826531648635864,0.0010000000474974513,1.1456435918807983,0.6195811033248901,1.0616264343261719
25,0.5841149687767029,0.0010000000474974513,1.137634515762329,0.6356551647186279,1.0177053213119507
26,0.5928858518600464,0.0010000000474974513,1.1272704601287842,0.6074038147926331,1.0612629652023315
27,0.6115239262580872,0.0005000000237487257,1.072566032409668,0.6356551647186279,1.0107730627059937
28,0.6199293732643127,0.0005000000237487257,1.0645593404769897,0.6225036382675171,1.025061845779419
29,0.6340602040290833,0.0005000000237487257,1.042551040649414,0.6302971243858337,1.0081835985183716
30,0.6296747326850891,0.0005000000237487257,1.0457770824432373,0.6380906105041504,1.0025463104248047
31,0.6304056644439697,0.0005000000237487257,1.0264593362808228,0.648806631565094,0.9860347509384155
32,0.635156512260437,0.0005000000237487257,1.025528907775879,0.6473453640937805,0.9811657667160034
33,0.6413692235946655,0.0005000000237487257,1.0062516927719116,0.6546517014503479,0.9731495976448059
34,0.6440492272377014,0.0005000000237487257,1.0029590129852295,0.6463711857795715,0.9892364740371704
35,0.6472164988517761,0.0005000000237487257,0.9962848424911499,0.6575742959976196,0.9722195863723755
36,0.6581800580024719,0.0005000000237487257,0.9848936796188354,0.6453970074653625,0.9851933717727661
37,0.6570836901664734,0.0005000000237487257,0.9769696593284607,0.6385776996612549,1.0072630643844604
38,0.6647582054138184,0.0005000000237487257,0.9689947962760925,0.6400389671325684,0.9946644902229309
39,0.6786453723907471,0.0002500000118743628,0.935877799987793,0.6531904339790344,0.9668845534324646
40,0.6821780800819397,0.0002500000118743628,0.9268558025360107,0.6541646122932434,0.9644843339920044
41,0.6849799156188965,0.0002500000118743628,0.9128917455673218,0.6551388502120972,0.9708285331726074
42,0.6904616951942444,0.0002500000118743628,0.9094026684761047,0.6570872068405151,0.9709912538528442
43,0.6944816708564758,0.0002500000118743628,0.8968200087547302,0.6580613851547241,0.958656370639801
44,0.6930198669433594,0.0002500000118743628,0.8952269554138184,0.6604968309402466,0.9659196734428406
45,0.6954562067985535,0.0002500000118743628,0.8907812833786011,0.6556259393692017,0.962449848651886
46,0.7002071142196655,0.0002500000118743628,0.8815909624099731,0.6570872068405151,0.969425618648529
47,0.7033743262290955,0.0001250000059371814,0.871941864490509,0.6663419604301453,0.9613585472106934
48,0.7137288451194763,0.0001250000059371814,0.8468257188796997,0.6600097417831421,0.9563630819320679
49,0.7116579413414001,0.0001250000059371814,0.8494170904159546,0.6609839200973511,0.9666002988815308
